92,59.5,76.66,8.93,0,100
93,49.8,64.35,0.13,0,100
94,45.41,59.45,0.61,0,84
95,43.63,60.04,0,0,74
96,44.58,72.73,5.23,0,97
97,45.03,60.24,0.18,0,97
98,43.92,55.56,0,0,100
99,41.27,53.85,3.88,0,100
100,43.36,53.1,2.94,0,100
101,36.99,45.82,29.47,0,100
102,36.9,51.91,0,0,99
103,37.54,47.97,0,0,100
104,32.11,55.31,0,0,100
105,40.14,57.54,0,0,81
106,42.67,67.93,13.5,0,99
107,39.74,59.83,0.32,0,100
108,44.53,53.87,4.6,0,99
109,37.29,56.14,0,0,99
110,43.74,53.56,0.52,0,98
111,37.69,51.15,2,0,100
112,31.48,40.37,1.61,0.11,100
113,31.19,49.78,0,0,95
114,35.17,59.11,0,0,7
115,39.67,63.34,0,0,75
116,36.61,58.62,13.18,0,100
117,34.54,37.31,16.91,2.1,100
118,31.53,56.52,0,0,83
119,40.28,66.72,0,0,6
120,40.42,65.01,0,0,0
121,48.94,58.42,6.02,0,100
122,42.93,49.69,0,0,91
123,38.28,60.15,0,0,51
124,44.92,68.16,0,0,0
125,50.29,70.77,0,0,0
126,56.44,68.92,5.75,0,69
127,48.79,66.04,3.72,0,29
128,44.04,63.36,0,0,0
129,43.05,64.83,0,0,0
130,46.51,68.14,0,0,12
131,58.86,71.76,2.96,0,72
132,51.48,67.75,13.56,0,91
133,44.31,61.11,0,0,1
134,42.49,62.62,0,0,1
135,44.46,65.86,0,0,2
136,60.3,77.36,4.9,0,92
137,53.74,63.64,1.87,0,100
138,45.73,52.92,0,0,65
139,41.58,62.94,0,0,9
140,44.28,64.81,0,0,7
141,50.97,69.44,0.89,0,62
142,46.26,63.01,2.92,0,75
143,43.74,70.39,0,0,10
144,47.82,73.53,0,0,0
145,51.6,71.47,0,0,39
146,46.27,67.82,3.91,0,36
147,46.15,63.05,0.24,0,62
148,43.65,74.03,0,0,43
149,50.5,76.66,0,0,3
150,53.69,66.76,0.38,0,95
151,54.37,67.14,5.28,0,97
152,48.9,61.12,4.15,0,97
153,42.26,66.6,0,0,20
154,47.28,70.09,0,0,0
155,49.8,73.2,0,0,1
156,39.4,57.74,0.65,0,34
157,38.77,56.64,0.43,0,91
158,42.73,71.17,0,0,20
159,49.01,77.02,0,0,0
160,48.49,76.08,9.99,0,0
161,44.71,58.23,5.28,0,100
162,39.33,56.16,0,0,17
163,44.2,70.7,0,0,37
164,51.66,73.76,0,0,0
165,52,79.59,3.92,0,0
166,48.81,73,3.36,0,41
167,43.52,56.1,0,0,95
168,41.58,66.42,0,0,11
169,46.74,71.91,0,0,0
170,53.85,77.43,0,0,0
171,43.25,56.68,2.52,0,78
172,37.9,59.13,0.1,0,20
173,43.9,70.93,0,0,7
174,49.75,77.04,0,0,2
175,44.38,64.31,10.02,0,100
176,51.98,68.09,3.55,0,75
177,47.19,61.3,0,0,77
178,40.86,65.59,0,0,13
179,46.62,70.72,0,0,1
180,50.61,74.53,0,0,0
181,39.79,50.47,17.8,0,100
182,39.81,51.04,0.32,0,100
183,37.27,48.04,0,0,100
184,36.14,54.86,0,0,6
185,42.84,55.36,0,0,27
186,48.49,59.13,6.12,0,100
187,39.87,51.89,0,0,98
188,39.11,57.81,0,0,95
189,38.91,64.45,0,0,0
190,43.21,66.97,0,0,49
191,46.9,53.8,16.1,0,100
192,47.32,63.23,2.53,0,26
193,38.64,48.65,7.73,0,100
194,35.37,56.32,0,0,33
195,42.21,55.81,0,0,61
196,34.18,55.33,1.67,0,31
197,35.19,61.11,0,0,8
198,43.12,71.17,0,0,10
199,48.54,69.46,0,0,1
200,43.75,64.36,4.19,0,95
201,36.1,61.68,0.14,0,83
202,42.78,67.37,0,0,67
203,50.68,74.05,0,0,0
204,53.51,77.27,0,0,59
205,37.96,58.59,7.79,0,100
206,30.97,55.38,0,0,56
207,40.15,45.05,15.47,0,100
208,45.09,51.78,6.96,0,100
209,41.77,51.01,2.87,0,100
210,33.49,56.55,0,0,97
211,41.81,64.71,0,0,30
212,44.78,72.46,3.35,0,100
213,53.24,73,6.12,0,64
214,51.1,60.85,4.23,0,100
215,43.36,51.84,4.07,0,100
216,45.86,70.77,0,0,78
217,46.2,80.42,0.23,0,100
218,54.48,78.12,0,0,88
219,55.76,74.12,0.1,0,72
220,50.43,55.26,0.61,0,100
221,56.75,79.61,2.38,0,77
222,59.7,82.8,2.8,0,99
223,60.98,82.27,0,0,98
224,59.32,70.74,2.8,0,100
225,57.92,72.63,0.55,0,100
226,46.33,73.54,0.22,0,90
227,49.33,75.69,4.15,0,89
228,56.43,76.75,11.79,0,74
229,47.43,55.72,13.1,0,100
230,49.28,55.13,40.64,0,100
231,46.35,78.24,0.95,0,65
232,55.06,71.44,6.05,0,98
233,55.13,67.12,15.56,0,93
234,49.62,61.16,23.51,0,100
235,50.27,59.63,1.08,0,100
236,49.24,75.34,6.52,0,98
237,53.13,65.89,1.4,0,64
238,43.45,54.7,37.49,0,100
239,42.28,45.25,12.59,0,100
240,42.67,54.19,4.56,0,99
241,51.1,66.83,0.16,0,79
242,53.08,63.52,2.36,0,100
243,54.99,62.55,2.28,0,79
244,55.81,61.54,1.23,0,100
245,53.85,57.16,64.26,0,100
246,66.88,77.81,0,0,55
247,67.44,75.51,0,0,100
248,69.19,75.4,0.23,0,100
249,64.87,70.03,26.72,0,100
250,65.28,74.82,0.96,0,18
251,65.91,85.55,0,0,82
252,64.89,83.5,2.86,0,95
253,63.23,83.19,14.31,0,19
254,62.46,76.96,18.8,0,100
255,55.09,75.81,0,0,0
256,66.16,81.66,0,0,38
257,66.33,80.35,0,0,99
258,68.38,79.03,0,0,100
259,66.04,72.59,18.93,0,100
260,59.4,78.46,0,0,3
261,52.14,75.92,5.93,0,96
262,54.32,64.29,5.5,0,89
263,45.9,53.62,28.6,0,100
264,43.84,46.35,27.69,0,100
265,44.29,49.73,3.43,0,100
266,60.19,73.13,6.02,0,100
267,57.43,72.18,11.28,0,45
268,53.2,62.17,27.18,0,100
269,44.2,52.12,15.27,0,100
270,44.64,45.95,3.81,0,100
271,53.13,80.47,17.29,0,75
272,57.61,68.38,7.28,0,98
273,53.06,63.34,13.51,0,100
274,47.26,53.26,0.99,0,100
275,48.54,57.15,5.53,0,97
276,52.83,78.28,13.59,0,66
277,57.87,71.91,7.52,0,100
278,56.32,67.14,10.57,0,100
279,51.93,60.71,13.8,0,100
280,51.49,61.86,7.6,0,100
281,62.98,82.35,0,0,91
282,66.16,85.26,0,0,32
283,68.14,84.56,2.52,0,45
284,64.51,82.92,17.31,0,76
285,55.51,81.12,0,0,0
286,63.64,86.34,0,0,50
287,63.52,85.57,0,0,77
288,63.32,82.96,29.8,0,83
289,58.86,76.48,1.32,0,12
290,49.93,75.22,0,0,0
291,62.58,78.58,2.37,0,100
292,60.49,79.99,3.77,0,90
293,58.42,74.08,8.9,0,87
294,52.36,71.62,2.1,0,3
295,47.28,69.67,0,0,0
296,41,71.55,0.38,0,41
297,51.57,66.18,1.98,0,100
298,45.61,52.77,17.97,0,100
299,45.43,47.25,40.94,0,100
300,46.54,53.85,8.96,0,100
301,59.88,86.61,0.93,0,70
302,63.57,84.27,4.15,0,96
303,62.08,83.28,6.42,0,90
304,59.09,69.53,13.54,0,100
305,55.09,77.92,1.18,0,66
306,56.3,81.05,4.07,0,100
307,54.27,77.4,0.92,0,100
308,53.37,72.88,3.82,0,89
309,46.76,61.21,14.27,0,84
310,41.97,64.62,0,0,62
311,65.71,89.01,0,0,64
312,64.89,83.19,13.24,0,97
313,63.07,82.56,1.35,0,53
314,60.28,69.66,9.46,0,100
315,58.55,79.95,1.57,0,0
316,61.2,86.47,7.2,0,35
317,59.77,81.61,2.68,0,100
318,55.65,65.73,28.77,0,100
319,48.02,59,4.79,0,84
320,47.05,56.86,0.48,0,100
321,71.96,77.4,0,0,7
322,73.2,76.77,0,0,11
323,73.81,77.36,0.82,0,17
324,73.78,76.48,2.1,0,50
325,74.16,76.78,0.75,0,100
326,63.19,79.97,10.21,0,99
327,61.84,79.36,21.41,0,65
328,54.52,68,13.26,0,100
329,47.59,68.92,0,0,0
330,46.11,70.66,0,0,0
331,61.86,80.11,20.21,0,77
332,60.4,77.92,6.95,0,68
333,53.26,65.39,45.38,0,100
334,43.61,60.19,0.24,0,75
335,45.07,61.79,0,0,48
336,68.31,80.24,17.44,0,97
337,67.39,82.62,7.9,0,98
338,61.45,76.91,16.99,0,100
339,54.18,76.3,0,0,0
340,51.44,77.31,0,0,1
341,62.89,79.36,1.47,0,70
342,60.15,75.85,22.7,0,100
343,54.32,73.15,0.13,0,32
344,47.71,71.19,0,0,1
345,50.41,75.11,0,0,1
346,61.99,84.94,0,0,12
347,64.81,86.68,0,0,89
348,68.04,89.91,1.68,0,12
349,66.29,90.27,0.65,0,44
350,60.17,86.56,0,0,1
351,75.72,83.23,0,0,66
352,76.55,77.45,0,0,76
353,76.98,78.39,0.3,0,8
354,78.44,79.66,0,0,96
355,78.31,79.59,0,0,0
356,68.16,81.54,0,0,43
357,68.74,80.38,0,0,66
358,68.54,81.03,0.23,0,31
359,69.67,87.24,2.26,0,94
360,67.1,83.03,0.81,0,3
361,72.86,82.85,0,0,7
362,74.28,81.52,0,0,63
363,74.64,83.32,0,0,35
364,74.75,86.25,0.83,0,77
365,75.29,86.68,11.04,0,3
366,64.33,85.93,0,0,80
367,60.17,88.56,0,0,22
368,63.19,86.05,7.44,0,96
369,60.94,81.27,0.21,0,6
370,55,81.27,0,0,0
371,65.77,83.95,0,0,100
372,65.26,84.78,0,0,4
373,66.83,84.51,0,0,2
374,71.74,80.83,0.43,0,37
375,71.04,80.37,0,0,4
376,61.7,82.96,6.77,0,100
377,60.3,81,9.49,0,72
378,59.31,65.3,23.86,0,100
379,48.56,68.05,0,0,0
380,44.35,69.33,0,0,0
381,64.38,83.77,10.34,0,27
382,69.82,84.94,0.24,0,99
383,67.37,82.99,4.35,0,61
384,58.06,78.51,0,0,17
385,55.83,80.37,0,0,0
386,71.69,84.94,3.67,0,88
387,64.74,85.24,9.06,0,99
388,64.09,77.94,6.79,0,100
389,55.04,79.32,0,0,2
390,54.73,76.14,0,0,3
391,62.92,85.46,11.21,0,61
392,64.78,83.23,17.74,0,67
393,61.99,74.98,7.17,0,47
394,55.26,75.4,0,0,94
395,55.72,78.13,0,0,34
396,64.35,81.5,4.26,0,100
397,64.17,85.41,4.53,0,100
398,56.57,73,7.96,0,100
399,51.06,70,0,0,0
400,49.55,73.69,0,0,0
401,51.75,77.36,0.2,0,56
402,52.5,73.87,15.98,0,3
403,54.59,73.22,0.79,0,38
404,51.76,73.71,0.67,0,57
405,52.25,68.14,0,0,0
406,55.8,78.71,0,0,2
407,57.15,70.16,11.55,0,97
408,49.75,69.53,0,0,0
409,51.84,70.9,0,0,96
410,53.44,70.02,0,0,100
411,58.91,78.37,0.24,0,1
412,55.94,72.32,7.66,0,97
413,48.4,69.15,0,0,0
414,50.4,71.58,0,0,0
415,49.64,70.9,0,0,36
416,64.13,82.56,0.78,0,100
417,61.77,79.52,12.06,0,100
418,56.97,68.99,6.23,0,100
419,47.5,65.55,0,0,1
420,49.71,68.86,0,0,0
421,62.19,73.65,9.37,0,99
422,57.43,77.58,2.25,0,50
423,53.19,65.43,22.6,0,100
424,43.88,56.16,1.35,0,98
425,45.46,53.74,0.24,0,100
426,62.31,78.85,6.47,0,82
427,60.03,82.76,13.7,0,82
428,51.73,64.71,11.21,0,100
429,47.35,58.57,1.2,0,94
430,46.9,59.05,0.31,0,98
431,46.08,72.86,1.16,0,100
432,49.35,68.02,1.59,0,94
433,50,74.71,0,0,0
434,52.11,72.7,0,0,49
435,53.89,58.53,8.45,0,100
436,71.37,95.58,7.37,0,15
437,68.25,86.86,4.9,0,34
438,63.73,79.36,1.93,0,51
439,57.61,79,0.85,0,5
440,62.58,75.6,2.69,0,98
441,76.82,89.24,0,0,16
442,73.85,87.46,0,0,99
443,74.34,86.38,2.93,0,100
444,72.93,84.81,1.52,0,52
445,74.35,84.2,1.23,0,86
446,74.93,87.42,0,0,35
447,73.17,87.76,2.15,0,55
448,73.22,84.52,0.15,0,100
449,68.29,82.6,0.75,0,36
450,73.08,83.68,1.83,0,79
451,56.43,82.76,0,0,0
452,56.75,82.6,0,0,0
453,57.9,80.96,0,0,0
454,57.52,81.99,0,0,27
455,53.46,77.31,0,0,0
456,61.12,84.04,0.55,0,0
457,65.05,79.86,0.41,0,100
458,56.07,76.01,0,0,1
459,56.16,77.76,0,0,96
460,59.65,76.6,0.33,0,64
461,73.56,83.68,1.16,0,24
462,73.36,82.18,1.41,0,100
463,69.44,82.92,3.06,0,41
464,68.7,77.77,0,0,64
465,70.29,78.04,0,0,4
466,50.09,84.33,0,0,86
467,54.14,68.13,0.52,0,72
468,51.91,73.62,0,0,0
469,54.79,73.4,0,0,33
470,59.13,64.81,16.63,0,100
471,60.06,90.37,0,0,55
472,61.92,72.37,0.41,0,19
473,54.54,77.14,0.21,0,0
474,56.88,71.53,5.06,0,99
475,64.17,74.61,2.87,0,100
476,50.04,94.96,0,0,6
477,64.2,80.74,4.14,0,17
478,56.19,79.65,0.53,0,4
479,57.13,79.43,1.83,0,96
480,65.66,75.06,5.1,0,100
481,40.57,62.17,1.08,0,100
482,42.22,62.35,3.63,0,100
483,41.74,62.67,0,0,94
484,27.5,46.17,2.66,4.25,83
485,25.57,44.11,1.16,0.27,87
486,65.55,89.91,0,0,27
487,70.97,89.04,0,0,2
488,70.95,89.67,0,0,5
489,63.25,75.58,0.21,0,26
490,58.95,72.93,0,0,58
491,60.76,87.51,0,0,0
492,67.66,85.62,0,0,0
493,67.77,86.43,0,0,0
494,56.64,74.44,0,0,73
495,52.27,72.48,0,0,0
496,46.47,63.25,0,0,14
497,45.37,56.08,0,0,22
498,48.6,50.67,3.07,0,100
499,46,53.38,0,0,0
500,46.71,56.01,0,0,8
501,56.28,68.14,0.24,0,68
502,55.4,60.91,0,0,23
503,54.84,61.61,0,0,100
504,53.31,58.78,0,0,70
505,54.81,61.09,0,0,89
506,54.81,81.93,0,0,0
507,51.49,81,0,0,6
508,54.32,69.46,0,0,100
509,52.03,77.77,0,0,53
510,53.33,80.17,0,0,0
511,55.38,68.81,0,0,0
512,52.43,68.9,0,0,1
513,54.68,68.02,0.77,0,100
514,50.92,55.96,5.15,0,96
515,52.57,59.07,2.22,0,97
516,51.24,60.91,0,0,54
517,50.27,56.23,0,0,6
518,49.95,53.4,0,0,100
519,48.63,51.87,0,0,85
520,50.05,57.94,0,0,16
521,55.87,81.64,0.68,0,8
522,58.08,89.17,0,0,0
523,51.87,77.45,1.53,0,100
524,51.31,61.36,0,0,100
525,54.63,79.56,0,0,55
526,42.87,71.92,0,0,7
527,53.92,78.46,0,0,6
528,56.19,74.46,0.92,0,6
529,49.91,67.05,0,0,100
530,46.35,72.64,0,0,11
531,39.4,68.79,0,0,6
532,45.46,70.63,0,0,2
533,49.84,75.27,0,0,0
534,51.8,67.06,9.45,0,71
535,47.5,62.01,10.24,0,99
536,43.43,62.85,0.44,0,100
537,42.35,72.05,0,0,17
538,49.89,79.65,0,0,6
539,52.75,81.05,0,0,0
540,41.49,59.92,3.85,0,100
541,42.89,59.72,0.54,0,100
542,40.17,71.58,0,0,15
543,51.75,80.1,0,0,0
544,55.56,83.73,0,0,0
545,46.85,64.22,0.57,0,100
546,40.14,64.94,0,0,74
547,44.67,77.38,0,0,13
548,49.78,81.54,0,0,0
549,52.68,70.11,0,0,2
550,39.83,57.87,8.05,0,99
551,31.71,71.83,0,0,23
552,39.31,72.88,0,0,0
553,44.91,76.39,0,0,0
554,46.4,59.68,0.55,0,83
555,42.58,60.17,0.8,0,97
556,39.69,65.01,0,0,6
557,46.44,70.77,0,0,5
558,48.38,73.69,10.39,0,1
559,47.79,61.9,3.11,0,100
560,47.98,52.93,2.06,0,88
561,66.83,83.26,0,0,100
562,63.27,86.41,0,0,0
563,63.27,83.35,0.59,0,100
564,57.25,68.43,1.75,0,87
565,50.13,62.4,9.73,0,99
566,45.66,72.57,0,0,0
567,51.73,73.92,3.09,0,5
568,46.83,57.65,0.91,0,100
569,41.7,50.97,0.12,0,100
570,45.64,67.98,0,0,6
571,44.13,85.48,0,0,23
572,47.08,75.34,0,0,1
573,43.38,52.86,13.25,0,100
574,41.11,63.23,0.42,0,28
575,38.17,75.6,0,0,9
576,40.5,76.48,0,0,70
577,52.18,78.8,0,0,2
578,51.12,61.52,2.24,0,100
579,46.74,58.48,0.45,0,100
580,45.52,69.21,0,0,2
581,43.54,79.27,0,0,6
582,49.68,72.36,0.5,0,1
583,44.62,61.92,0.12,0,100
584,41.23,65.64,0,0,90
585,41.54,73.51,0,0,38
586,44.13,67.5,0,0,6
587,49.3,71.47,0,0,0
588,54.05,80.2,0,0,1
589,56.23,66.9,4.23,0,100
590,49.89,63.59,2.62,0,99
591,42.98,72.66,0,0,6
592,48.15,73.22,0.1,0,7
593,41.52,53.01,0.1,0,100
594,40.17,60.31,0,0,38
595,41.09,66.99,0,0,33
596,42.66,71.58,0,0,41
597,47.1,75.58,0,0,0
598,48.38,67.75,0,0,14
599,43.25,53.35,2.04,0,100
600,40.87,70.56,0,0,16
